job_type,job_location,analyst_type,company_type,is_manager,is_python,is_data_analyst,is_ml,is_sql,is_full_time,education,viz_tool,year_of_surv,exp,salary
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,לא,כן,לעיתים נדירות,כן,מלאה,אין תואר,Tableau,2022,13,26000
שכירה,מרכז,Fraud Analyst,תעשייה ישראלית,לא,לא,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2022,0,15000
שכירה,מרכז,Business analyst,הייטק (גלובלי),לא,לא,כן,לא,לא,חצי משרה,הנדסת תעשיה וניהול,Tableau,2022,0,7200
שכירה,מרכז,All kind of data analysis,הייטק,כן,כן,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2022,18,43000
שכירה,מרכז,Financial Analyst,הייטק (גלובלי),לא,לא,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,Excel,2022,5,18000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,כן,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2022,10,38500
שכירה,מרכז,All kind of data analysis,הייטק,לא,לעיתים נדירות,כן,לא,כן,מלאה,סטטיסטיקה,Tableau,2022,8,30000
שכירה,אזור תל אביב,Financial Analyst,תעשייה ישראלית,לא,לא,כן,לעיתים נדירות,כן,מלאה,מערכות מידע,Excel,2022,8,21000
שכירה,אזור תל אביב,Marketing,תעשייה ישראלית,כן,לא,כן,כן,כן,מלאה,סטטיסטיקה,Other,2022,4,25000
עצמאית,אזור ירושלים,Business analyst,תעשייה ישראלית,כן,לא,כן,לא,כן,,הנדסת תעשיה וניהול,Power BI,2022,4,
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),כן,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2022,5,29000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,לא,כן,לא,לעיתים נדירות,מלאה,כלכלה / פיננסים / חשבונאות,Other,2022,1,15000
שכירה,אזור תל אביב,Financial Analyst,תעשייה ישראלית,לא,לא,כן,כן,לא,מלאה,מדעי הטבע,Excel,2022,1.5,13000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,לא,כן,כן,לעיתים נדירות,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2022,1,13000
שכירה,מרכז,Product,הייטק (גלובלי),כן,לא,כן,לא,כן,מלאה,אחר,Tableau,2022,15,29000
שכירה,מרכז,other,תעשייה ישראלית,לא,לא,כן,לא,לא,מלאה,מדעים מדויקים,Excel,2022,3,4000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2022,1,14000
שכירה,מרכז,other,הייטק (גלובלי),לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2022,1,18500
שכירה,צפון,Financial Analyst,הייטק (גלובלי),לא,לא,כן,לא,לעיתים נדירות,מלאה,מערכות מידע,Power BI,2022,4,16500
שכירה,מרכז,Business analyst,תעשייה ישראלית,כן,לא,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Qlik,2022,5,16000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,לא,כן,לעיתים נדירות,לא,מלאה,מדעי ההתנהגות או חברה,Qlik,2022,1,13000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לא,כן,מלאה,מדעים מדויקים,Python/R,2022,2,14500
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,לעיתים נדירות,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2022,15,27000
לא מועסק כרגע,מרכז,other,אחר,לא,כן,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2022,5,16000
שכירה,אזור תל אביב,Product,הייטק,לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2022,1,18000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2022,3.5,27000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,כן,כן,לעיתים נדירות,כן,חצי משרה,הנדסת תעשיה וניהול,Tableau,2022,4,20000
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,כן,כן,לעיתים נדירות,כן,מלאה,סטטיסטיקה,Looker,2022,5,45000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,לא,כן,כן,כן,מלאה,אין תואר,No Tool,2022,3,13500
שכירה,אזור תל אביב,Product,הייטק,לא,כן,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Looker,2022,3,18000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2022,3,18000
לא מועסק כרגע,אזור תל אביב,Financial Analyst,הייטק,כן,לא,כן,לא,כן,מלאה,אחר,Power BI,2022,2,17000
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לא,כן,לא,לעיתים נדירות,מלאה,מדעי ההתנהגות או חברה,Power BI,2022,1,18000
שכירה,מרכז,Business analyst,הייטק,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2022,2.5,20000
עצמאית,עבודה מהבית,Product,אחר,לא,כן,כן,כן,לעיתים נדירות,,מנהל עסקים,Python/R,2022,2,
שכירה,מרכז,Business analyst,צהל,לא,כן,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Excel,2022,0,12000
שכירה,מרכז,All kind of data analysis,הייטק,לא,לעיתים נדירות,כן,לא,כן,מלאה,סטטיסטיקה,Other,2022,2,20000
שכירה,אזור תל אביב,BI,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Qlik,2022,4,22000
שכירה,אזור חיפה,All kind of data analysis,הייטק,כן,לא,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Qlik,2022,10,21000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,לא,כן,לא,כן,מלאה,מדעי הטבע,Other,2022,5,9998
שכירה,אזור תל אביב,Business analyst,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2022,4,16000
שכירה,אזור ירושלים,Business analyst,אחר,לא,לא,כן,לא,לא,מלאה,סטטיסטיקה,Excel,2022,4.5,17000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,לא,כן,לא,כן,מלאה,סטטיסטיקה,Tableau,2022,3,20000
שכירה,אזור תל אביב,Product,הייטק,לא,לא,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2022,4,24000
עצמאית,אזור תל אביב,All kind of data analysis,הייטק,כן,כן,כן,לא,כן,,כלכלה / פיננסים / חשבונאות,Tableau,2022,10,
שכירה,אזור חיפה,other,צהל,כן,לא,כן,לעיתים נדירות,לא,מלאה,מדעי ההתנהגות או חברה,Excel,2022,6,23000
שכירה,מרכז,other,הייטק,לא,לעיתים נדירות,כן,לעיתים נדירות,כן,מלאה,אין תואר,No Tool,2022,6,19000
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2022,1,14000
שכירה,אזור תל אביב,Marketing,תעשייה ישראלית,לא,כן,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2022,2,13000
שכירה,אזור חיפה,All kind of data analysis,תעשייה ישראלית,לא,לא,כן,לא,כן,מלאה,סטטיסטיקה,Excel,2022,4,22000
עצמאי,אזור חיפה,All kind of data analysis,אחר,לא,,כן,לא,כן,,כלכלה / פיננסים / חשבונאות,Power BI,2020,12,
שכיר,מרכז,All kind of data analysis,הייטק,לא,,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2020,10,26000
שכירה,אזור ירושלים,Financial Analyst,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2020,2,15500
שכיר,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Qlik,2020,2,15500
שכיר,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,No Tool,2020,0,12000
שכיר,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי המחשב,Redash,2020,6,26000
שכיר,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,3,19500
שכיר,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,No Tool,2020,2.5,15500
שכיר,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,מדעי המחשב,Looker,2020,1,15500
שכיר,אזור ירושלים,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Other,2020,2,19500
שכיר,אזור ירושלים,other,תעשייה ישראלית,לא,,כן,כן,לעיתים נדירות,לא קבוע או לפי שעות,הנדסת תעשיה וניהול,Excel,2020,1,7500
שכיר,אזור תל אביב,BI,אחר,כן,,כן,לא,כן,לא קבוע או לפי שעות,כלכלה / פיננסים / חשבונאות,Tableau,2020,0,7500
שכיר,אזור תל אביב,Product,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,אחר,Power BI,2020,12,19500
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,5,19500
שכיר,אזור תל אביב,BI,ממשלתיח,לא,,כן,לעיתים נדירות,לעיתים נדירות,חצי משרה,מנהל עסקים,Tableau,2020,1,7500
שכיר,דרום,All kind of data analysis,הייטק (גלובלי),לא,,כן,כן,לא,לא קבוע או לפי שעות,מדעי המחשב,Power BI,2020,1.5,7500
לא מועסק כרגע,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,,הנדסת תעשיה וניהול,Excel,2020,9,
שכיר,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,מדעי הטבע,Tableau,2020,15,34000
שכירה,אזור תל אביב,Web Analyst,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,אין תואר,No Tool,2020,7,23000
שכירה,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,אין תואר,Power BI,2020,3,7500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,אין תואר,Power BI,2020,2,15500
שכיר,אזור ירושלים,other,ממשלתיח,לא,,כן,לא,לא,חצי משרה,הנדסת תעשיה וניהול,Excel,2020,1,7500
לא מועסק כרגע,מרכז,Product,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,,הנדסת תעשיה וניהול,Power BI,2020,1,
שכיר,אזור ירושלים,All kind of data analysis,צהל,כן,,כן,לעיתים נדירות,לא,מלאה,מדעי הטבע,Other,2020,6,23000
שכיר,אזור חיפה,All kind of data analysis,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,מדעי המחשב,Tableau,2020,5,26000
שכיר,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,אין תואר,Qlik,2020,0,7500
שכיר,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2020,4,19500
שכיר,אזור תל אביב,Business analyst,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,סטטיסטיקה,Tableau,2020,1.5,15500
שכיר,אזור תל אביב,Marketing,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,3,26000
שכיר,אזור תל אביב,BI,אחר,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,3,23000
לא מועסק כרגע,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לא,כן,,כלכלה / פיננסים / חשבונאות,Power BI,2020,9,
שכיר,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,3,29000
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,מדעי הטבע,Power BI,2020,1,12000
שכיר,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2020,1.5,7500
שכיר,אזור תל אביב,All kind of data analysis,אחר,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Excel,2020,9,12000
שכיר,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2020,6,34000
שכיר,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,מדעי המחשב,Tableau,2020,10,34000
שכיר,אזור תל אביב,Marketing,הייטק,כן,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,Excel,2020,2,15500
שכיר,אזור תל אביב,BI,הייטק,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2020,3,15500
שכיר,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,אין תואר,Excel,2020,2,12000
שכיר,אזור תל אביב,Marketing,אחר,לא,,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Excel,2020,2.5,12000
שכיר,אזור ירושלים,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,3,15500
שכיר,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,5,26000
שכיר,אזור תל אביב,Web Analyst,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,מערכות מידע,Excel,2020,5,15500
שכיר,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,1,7500
